OS_ART_MJ,,,
,OS,ART,MJ
769,OS396461-1,AT7968-001,1
770,OS396461-1,AT7968-001,1
771,OS396461-1,AT7968-001,1
772,OS396461-1,AT7968-001,1
773,OS396461-1,AT7968-001,1
774,OS396461-1,AT7968-001,1
775,OS396461-1,AT7968-001,1
776,OS396461-1,AT7968-001,1
777,OS396461-1,AT7968-001,1
778,OS396461-1,AT7968-001,1
779,OS396461-1,AT7968-010,1
780,OS396461-1,AT7968-010,1
781,OS396461-1,AT7968-010,1
782,OS396461-1,AT7968-010,1
783,OS396461-1,AT7968-010,1
784,OS396461-1,AT7968-010,1
785,OS396461-1,AT7968-010,1
786,OS396461-1,AT7968-010,1
787,OS396461-1,AT7968-010,1
788,OS396461-1,AT7968-010,1
789,OS396461-1,AT7968-010,1
790,OS396461-1,AT7968-010,1
791,OS396461-1,AT7968-010,1
792,OS396461-1,AT7968-010,1
793,OS396461-1,AT7968-010,1
794,OS396461-1,AT7968-010,1
795,OS396461-1,AT7968-010,1
796,OS396461-1,AT7968-010,1
797,OS396461-1,AT7968-010,1
798,OS396461-1,AT7968-060,1
799,OS396461-1,AT7968-060,1
800,OS396461-1,AT7968-060,1
801,OS396461-1,AT7968-060,1
802,OS396461-1,AT7968-060,1
803,OS396461-1,AT7968-060,1
804,OS396461-1,AT7968-060,1
805,OS396461-1,AT7968-060,1
806,OS396461-1,AT7968-060,1
807,OS396461-1,AT7968-060,1
808,OS396461-1,AT7968-060,1
809,OS396461-1,AT7968-060,1
810,OS396461-1,AT7968-060,1
811,OS396461-1,AT7968-060,1
812,OS396461-1,AT7968-060,1
813,OS396461-1,AT7968-060,1
814,OS396461-1,AT7968-060,1
815,OS396461-1,AT7968-060,1
816,OS396461-1,AT7968-060,1
817,OS396461-1,AT7968-410,1
818,OS396461-1,AT7968-410,1
819,OS396461-1,AT7968-410,1
820,OS396461-1,AT7968-410,1
821,OS396461-1,AT7968-410,1
822,OS396461-1,AT7968-410,1
823,OS396461-1,AT7968-410,1
824,OS396461-1,AT7968-410,1
825,OS396461-1,AT7968-410,1
826,OS396461-1,AT7968-410,1
827,OS396461-1,AT7968-410,1
828,OS396461-1,AT7968-410,1
829,OS396461-1,AT7968-410,1
830,OS396461-1,AT7968-410,1
831,OS396461-1,AT7968-410,1
832,OS396461-1,AT7968-410,1
833,OS396461-1,AT7968-410,1
834,OS396461-1,AT7968-410,1
835,OS396461-1,AT7968-410,1
836,OS396461-1,AT7968-414,1
837,OS396461-1,AT7968-414,1
838,OS396461-1,AT7968-414,1
839,OS396461-1,AT7968-414,1
840,OS396461-1,AT7968-414,1
841,OS396461-1,AT7968-414,1
842,OS396461-1,AT7968-414,1
843,OS396461-1,AT7968-414,1
844,OS396461-1,AT7968-414,1
845,OS396461-1,AT7968-414,1
846,OS396461-1,AT7968-414,1
847,OS396461-1,AT7968-414,1
848,OS396461-1,AT7968-414,1
849,OS396461-1,AT7968-414,1
850,OS396461-1,AT7968-414,1
851,OS396461-1,AT7968-414,1
852,OS396461-1,AT7968-414,1
853,OS396461-1,AT7968-414,1
854,OS396461-1,AT7968-414,1
855,OS396461-1,AT7968-606,1
856,OS396461-1,AT7968-606,1
857,OS396461-1,AT7968-606,1
858,OS396461-1,AT7968-606,1
859,OS396461-1,AT7968-606,1
860,OS396461-1,AT7968-606,1
861,OS396461-1,AT7968-606,1
862,OS396461-1,AT7968-606,1
863,OS396461-1,AT7968-606,1
864,OS396461-1,AT7968-606,1
865,OS396461-1,AT7968-606,1
866,OS396461-1,AT7968-606,1
867,OS396461-1,AT7968-606,1
868,OS396461-1,AT7968-606,1
869,OS396461-1,AT7968-606,1
870,OS396461-1,AT7968-606,1
871,OS396461-1,AT7968-606,1
872,OS396461-1,AT7968-606,1
873,OS396461-1,AT7968-606,1
874,OS396461-1,AT7968-801,1
875,OS396461-1,AT7968-801,1
876,OS396461-1,AT7968-801,1
877,OS396461-1,AT7968-801,1
878,OS396461-1,AT7968-801,1
879,OS396461-1,AT7968-801,1
880,OS396461-1,AT7968-801,1
881,OS396461-1,AT7968-801,1
882,OS396461-1,AT7968-801,1
883,OS396461-1,AT7968-801,1
884,OS396461-1,AT7968-801,1
885,OS396461-1,AT7968-801,1
886,OS396461-1,AT7968-801,1
887,OS396461-1,AT7968-801,1
888,OS396461-1,AT7968-801,1
889,OS396461-1,AT7968-801,1
890,OS396461-1,AT7968-801,1
891,OS396461-1,AT7968-801,1
892,OS396461-1,AT7968-801,1
893,OS396461-1,BQ5463-110,1
894,OS396461-1,BQ5463-110,1
895,OS396461-1,BQ5463-110,1
896,OS396461-1,BQ5463-110,1
897,OS396461-1,BQ5463-110,1
898,OS396461-1,BQ5463-110,1
899,OS396461-1,BQ5463-110,1
900,OS396461-1,BQ5463-110,1
901,OS396461-1,BQ5463-110,1
902,OS396461-1,BQ5463-110,1
903,OS396461-1,BQ5463-110,1
904,OS396461-1,BQ5463-110,1
905,OS396461-1,BQ5463-110,1
906,OS396461-1,BQ5463-110,1
907,OS396461-1,BQ5463-110,1
908,OS396461-1,BQ5463-110,1
909,OS396461-1,BQ5463-110,1
910,OS396461-1,BQ5463-110,1
911,OS396461-1,BQ5463-110,1
912,OS396461-1,BQ5463-401,1
913,OS396461-1,BQ5463-401,1
914,OS396461-1,BQ5463-401,1
915,OS396461-1,BQ5463-401,1
916,OS396461-1,BQ5463-401,1
917,OS396461-1,BQ5463-401,1
918,OS396461-1,BQ5463-401,1
919,OS396461-1,BQ5463-401,1
920,OS396461-1,BQ5463-401,1
921,OS396461-1,BQ5463-401,1
922,OS396461-1,BQ5463-401,1
923,OS396461-1,BQ5463-401,1
924,OS396461-1,BQ5463-401,1
925,OS396461-1,BQ5463-401,1
926,OS396461-1,BQ5463-401,1
927,OS396461-1,BQ5463-401,1
928,OS396461-1,BQ5463-401,1
929,OS396461-1,BQ5463-401,1
930,OS396461-1,BQ5463-401,1
931,OS396461-1,BQ5463-703,1
932,OS396461-1,BQ5463-703,1
933,OS396461-1,BQ5463-703,1
934,OS396461-1,BQ5463-703,1
935,OS396461-1,BQ5463-703,1
936,OS396461-1,BQ5463-703,1
937,OS396461-1,BQ5463-703,1
938,OS396461-1,BQ5463-703,1
939,OS396461-1,BQ5463-703,1
940,OS396461-1,BQ5463-703,1
941,OS396461-1,BQ5463-703,1
942,OS396461-1,BQ5463-703,1
943,OS396461-1,BQ5463-703,1
944,OS396461-1,BQ5463-703,1
945,OS396461-1,BQ5463-703,1
946,OS396461-1,BQ5463-703,1
947,OS396461-1,BQ5463-703,1
948,OS396461-1,BQ5463-703,1
949,OS396461-1,BQ5463-703,1
950,OS396826-1,CJ1293-110,1
951,OS396826-1,CJ1293-110,1
952,OS396826-1,CJ1293-110,1
953,OS396826-1,CJ1293-110,1
954,OS396826-1,CJ1293-110,1
955,OS396826-1,CJ1293-110,1
956,OS396826-1,CJ1293-110,1
957,OS396826-1,CJ1293-110,1
958,OS396826-1,CJ1293-110,1
959,OS396826-1,CJ1293-110,1
960,OS396826-1,CJ1293-110,1
961,OS396826-1,CJ1293-110,1
962,OS396826-1,CJ1293-110,1
963,OS396826-1,CJ1293-110,1
964,OS396826-1,CJ1293-110,1
965,OS396826-1,CJ1293-110,1
966,OS396826-1,CJ1293-110,1
967,OS396826-1,CJ1293-110,1
968,OS396826-1,CJ1293-110,1
969,OS396826-1,CJ1293-401,1
970,OS396826-1,CJ1293-401,1
971,OS396826-1,CJ1293-401,1
972,OS396826-1,CJ1293-401,1
973,OS396826-1,CJ1293-401,1
974,OS396826-1,CJ1293-401,1
975,OS396826-1,CJ1293-401,1
976,OS396826-1,CJ1293-401,1
977,OS396826-1,CJ1293-401,1
978,OS396826-1,CJ1293-401,1
979,OS396826-1,CJ1293-401,1
980,OS396826-1,CJ1293-401,1
981,OS396826-1,CJ1293-401,1
982,OS396826-1,CJ1293-401,1
983,OS396826-1,CJ1293-401,1
984,OS396826-1,CJ1293-401,1
985,OS396826-1,CJ1293-401,1
986,OS396826-1,CJ1293-401,1
987,OS396826-1,CJ1293-401,1
988,OS398631-1,CK8459-006,1
989,OS398631-1,CK8459-006,1
990,OS398631-1,CK8459-006,1
991,OS398631-1,CK8459-006,1
992,OS398631-1,CK8459-006,1
993,OS398631-1,CK8459-006,1
994,OS398631-1,CK8459-006,1
995,OS398631-1,CK8459-006,1
996,OS398631-1,CK8459-006,1
997,OS398631-1,CK8459-006,1
998,OS398631-1,CK8459-006,1
999,OS398631-1,CK8459-006,1
1000,OS398631-1,CK8459-006,1
1001,OS398631-1,CK8459-006,1
1002,OS398631-1,CK8459-006,1
1003,OS398631-1,CK8459-006,1
1004,OS398631-1,CK8459-006,1
1005,OS398631-1,CK8459-006,1
1006,OS398631-1,CK8459-006,1
1007,OS398631-1,CK8459-060,1
1008,OS398631-1,CK8459-060,1
1009,OS398631-1,CK8459-060,1
1010,OS398631-1,CK8459-060,1
1011,OS398631-1,CK8459-060,1
1012,OS398631-1,CK8459-060,1
1013,OS398631-1,CK8459-060,1
1014,OS398631-1,CK8459-060,1
1015,OS398631-1,CK8459-060,1
1016,OS398631-1,CK8459-060,1
1017,OS398631-1,CK8459-060,1
1018,OS398631-1,CK8459-060,1
1019,OS398631-1,CK8459-060,1
1020,OS398631-1,CK8459-060,1
1021,OS398631-1,CK8459-060,1
1022,OS398631-1,CK8459-060,1
1023,OS398631-1,CK8459-060,1
1024,OS398631-1,CK8459-060,1
1025,OS398631-1,CK8459-060,1
1026,OS398631-1,CK8459-090,1
1027,OS398631-1,CK8459-090,1
1028,OS398631-1,CK8459-090,1
1029,OS398631-1,CK8459-090,1
1030,OS398631-1,CK8459-090,1
1031,OS398631-1,CK8459-090,1
1032,OS398631-1,CK8459-090,1
1033,OS398631-1,CK8459-090,1
1034,OS398631-1,CK8459-090,1
1035,OS398631-1,CK8459-090,1
1036,OS398631-1,CK8459-090,1
1037,OS398631-1,CK8459-090,1
1038,OS398631-1,CK8459-090,1
1039,OS398631-1,CK8459-090,1
1040,OS398631-1,CK8459-090,1
1041,OS398631-1,CK8459-090,1
1042,OS398631-1,CK8459-090,1
1043,OS398631-1,CK8459-090,1
1044,OS398631-1,CK8459-090,1
1045,OS398631-1,CK8459-160,1
1046,OS398631-1,CK8459-160,1
1047,OS398631-1,CK8459-160,1
1048,OS398631-1,CK8459-160,1
1049,OS398631-1,CK8459-160,1
1050,OS398631-1,CK8459-160,1
1051,OS398631-1,CK8459-160,1
1052,OS398631-1,CK8459-160,1
1053,OS398631-1,CK8459-160,1
1054,OS398631-1,CK8459-160,1
1055,OS398631-1,CK8459-160,1
1056,OS398631-1,CK8459-160,1
1057,OS398631-1,CK8459-160,1
1058,OS398631-1,CK8459-160,1
1059,OS398631-1,CK8459-160,1
1060,OS398631-1,CK8459-160,1
1061,OS398631-1,CK8459-160,1
1062,OS398631-1,CK8459-160,1
1063,OS398631-1,CK8459-160,1
1064,OS398631-1,CK8459-400,1
1065,OS398631-1,CK8459-400,1
1066,OS398631-1,CK8459-400,1
1067,OS398631-1,CK8459-400,1
1068,OS398631-1,CK8459-400,1
1069,OS398631-1,CK8459-400,1
1070,OS398631-1,CK8459-400,1
1071,OS398631-1,CK8459-400,1
1072,OS398631-1,CK8459-400,1
1073,OS398631-1,CK8459-400,1
1074,OS398631-1,CK8459-400,1
1075,OS398631-1,CK8459-400,1
1076,OS398631-1,CK8459-400,1
1077,OS398631-1,CK8459-400,1
1078,OS398631-1,CK8459-400,1
1079,OS398631-1,CK8459-400,1
1080,OS398631-1,CK8459-400,1
1081,OS398631-1,CK8459-400,1
1082,OS398631-1,CK8459-400,1
1083,OS399062-1,CU5692-004,1
1084,OS399062-1,CU5692-004,1
1085,OS399062-1,CU5692-004,1
1086,OS399062-1,CU5692-004,1
1087,OS399062-1,CU5692-004,1
1088,OS399062-1,CU5692-004,1
1089,OS399062-1,CU5692-004,1
1090,OS399062-1,CU5692-004,1
1091,OS399062-1,CU5692-004,1
1092,OS399062-1,CU5692-004,1
1093,OS399062-1,CU5692-004,1
1094,OS399062-1,CU5692-004,1
1095,OS399062-1,CU5692-004,1
1096,OS399062-1,CU5692-004,1
1097,OS399062-1,CU5692-004,1
1098,OS399062-1,CU5692-004,1
1099,OS399062-1,CU5692-004,1
1100,OS399062-1,CU5692-004,1
1101,OS399062-1,CU5692-004,1
1102,OS399062-1,CU5692-090,1
1103,OS399062-1,CU5692-090,1
1104,OS399062-1,CU5692-090,1
1105,OS399062-1,CU5692-090,1
1106,OS399062-1,CU5692-090,1
1107,OS399062-1,CU5692-090,1
1108,OS399062-1,CU5692-090,1
1109,OS399062-1,CU5692-090,1
1110,OS399062-1,CU5692-090,1
1111,OS399062-1,CU5692-090,1
1112,OS399062-1,CU5692-090,1
1113,OS399062-1,CU5692-090,1
1114,OS399062-1,CU5692-090,1
1115,OS399062-1,CU5692-090,1
1116,OS399062-1,CU5692-090,1
1117,OS399062-1,CU5692-090,1
1118,OS399062-1,CU5692-090,1
1119,OS399062-1,CU5692-090,1
1120,OS399062-1,CU5692-090,1
1121,OS399062-1,CU5692-600,1
1122,OS399062-1,CU5692-600,1
1123,OS399062-1,CU5692-600,1
1124,OS399062-1,CU5692-600,1
1125,OS399062-1,CU5692-600,1
1126,OS399062-1,CU5692-600,1
1127,OS399062-1,CU5692-600,1
1128,OS399062-1,CU5692-600,1
1129,OS399062-1,CU5692-600,1
1130,OS399062-1,CU5692-600,1
1131,OS399062-1,CU5692-600,1
1132,OS399062-1,CU5692-600,1
1133,OS399062-1,CU5692-600,1
1134,OS399062-1,CU5692-600,1
1135,OS399062-1,CU5692-600,1
1136,OS399062-1,CU5692-600,1
1137,OS399062-1,CU5692-600,1
1138,OS399062-1,CU5692-600,1
1139,OS399062-1,CU5692-600,1
1140,OS399062-1,CU5692-760,1
1141,OS399062-1,CU5692-760,1
1142,OS399062-1,CU5692-760,1
1143,OS399062-1,CU5692-760,1
1144,OS399062-1,CU5692-760,1
1145,OS399062-1,CU5692-760,1
1146,OS399062-1,CU5692-760,1
1147,OS399062-1,CU5692-760,1
1148,OS399062-1,CU5692-760,1
1149,OS399062-1,CU5692-760,1
1150,OS399062-1,CU5692-760,1
1151,OS399062-1,CU5692-760,1
1152,OS399062-1,CU5692-760,1
1153,OS399062-1,CU5692-760,1
1154,OS399062-1,CU5692-760,1
1155,OS399062-1,CU5692-760,1
1156,OS399062-1,CU5692-760,1
1157,OS399062-1,CU5692-760,1
1158,OS399062-1,CU5692-760,1
1159,OS399062-1,CV0852-004,1
1160,OS399062-1,CV0852-004,1
1161,OS399062-1,CV0852-004,1
1162,OS399062-1,CV0852-004,1
1163,OS399062-1,CV0852-004,1
1164,OS399062-1,CV0852-004,1
1165,OS399062-1,CV0852-004,1
1166,OS399062-1,CV0852-004,1
1167,OS399062-1,CV0852-004,1
1168,OS399062-1,CV0852-004,1
1169,OS399062-1,CV0852-004,1
1170,OS399062-1,CV0852-004,1
1171,OS399062-1,CV0852-004,1
1172,OS399062-1,CV0852-004,1
1173,OS399062-1,CV0852-004,1
1174,OS399062-1,CV0852-004,1
1175,OS399062-1,CV0852-004,1
1176,OS399062-1,CV0852-004,1
1177,OS399062-1,CV0852-004,1
1178,OS399062-1,CV0852-090,1
1179,OS399062-1,CV0852-090,1
1180,OS399062-1,CV0852-090,1
1181,OS399062-1,CV0852-090,1
1182,OS399062-1,CV0852-090,1
1183,OS399062-1,CV0852-090,1
1184,OS399062-1,CV0852-090,1
1185,OS399062-1,CV0852-090,1
1186,OS399062-1,CV0852-090,1
1187,OS399062-1,CV0852-090,1
1188,OS399062-1,CV0852-090,1
1189,OS399062-1,CV0852-090,1
1190,OS399062-1,CV0852-090,1
1191,OS399062-1,CV0852-090,1
1192,OS399062-1,CV0852-090,1
1193,OS399062-1,CV0852-090,1
1194,OS399062-1,CV0852-090,1
1195,OS399062-1,CV0852-090,1
1196,OS399062-1,CV0852-090,1
1197,OS399062-1,CV0852-600,1
1198,OS399062-1,CV0852-600,1
1199,OS399062-1,CV0852-600,1
1200,OS399062-1,CV0852-600,1
1201,OS399062-1,CV0852-600,1
1202,OS399062-1,CV0852-600,1
1203,OS399062-1,CV0852-600,1
1204,OS399062-1,CV0852-600,1
1205,OS399062-1,CV0852-600,1
1206,OS399062-1,CV0852-600,1
1207,OS399062-1,CV0852-600,1
1208,OS399062-1,CV0852-600,1
1209,OS399062-1,CV0852-600,1
1210,OS399062-1,CV0852-600,1
1211,OS399062-1,CV0852-600,1
1212,OS399062-1,CV0852-600,1
1213,OS399062-1,CV0852-600,1
1214,OS399062-1,CV0852-600,1
1215,OS399062-1,CV0852-600,1
1216,OS399062-1,CV0852-760,1
1217,OS399062-1,CV0852-760,1
1218,OS399062-1,CV0852-760,1
1219,OS399062-1,CV0852-760,1
1220,OS399062-1,CV0852-760,1
1221,OS399062-1,CV0852-760,1
1222,OS399062-1,CV0852-760,1
1223,OS399062-1,CV0852-760,1
1224,OS399062-1,CV0852-760,1
1225,OS399062-1,CV0852-760,1
1226,OS399062-1,CV0852-760,1
1227,OS399062-1,CV0852-760,1
1228,OS399062-1,CV0852-760,1
1229,OS399062-1,CV0852-760,1
1230,OS399062-1,CV0852-760,1
1231,OS399062-1,CV0852-760,1
1232,OS399062-1,CV0852-760,1
1233,OS399062-1,CV0852-760,1
1234,OS399062-1,CV0852-760,1
1235,OS398631-1,CW6672-006,1
1236,OS398631-1,CW6672-006,1
1237,OS398631-1,CW6672-006,1
1238,OS398631-1,CW6672-006,1
1239,OS398631-1,CW6672-006,1
1240,OS398631-1,CW6672-006,1
1241,OS398631-1,CW6672-006,1
1242,OS398631-1,CW6672-006,1
1243,OS398631-1,CW6672-006,1
1244,OS398631-1,CW6672-006,1
1245,OS398631-1,CW6672-006,1
1246,OS398631-1,CW6672-006,1
1247,OS398631-1,CW6672-006,1
1248,OS398631-1,CW6672-006,1
1249,OS398631-1,CW6672-006,1
1250,OS398631-1,CW6672-006,1
1251,OS398631-1,CW6672-006,1
1252,OS398631-1,CW6672-006,1
1253,OS398631-1,CW6672-006,1
1254,OS398631-1,CW6672-060,1
1255,OS398631-1,CW6672-060,1
1256,OS398631-1,CW6672-060,1
1257,OS398631-1,CW6672-060,1
1258,OS398631-1,CW6672-060,1
1259,OS398631-1,CW6672-060,1
1260,OS398631-1,CW6672-060,1
1261,OS398631-1,CW6672-060,1
1262,OS398631-1,CW6672-060,1
1263,OS398631-1,CW6672-060,1
1264,OS398631-1,CW6672-060,1
1265,OS398631-1,CW6672-060,1
1266,OS398631-1,CW6672-060,1
1267,OS398631-1,CW6672-060,1
1268,OS398631-1,CW6672-060,1
1269,OS398631-1,CW6672-060,1
1270,OS398631-1,CW6672-060,1
1271,OS398631-1,CW6672-060,1
1272,OS398631-1,CW6672-060,1
1273,OS398631-1,CW6672-090,1
1274,OS398631-1,CW6672-090,1
1275,OS398631-1,CW6672-090,1
1276,OS398631-1,CW6672-090,1
1277,OS398631-1,CW6672-090,1
1278,OS398631-1,CW6672-090,1
1279,OS398631-1,CW6672-090,1
1280,OS398631-1,CW6672-090,1
1281,OS398631-1,CW6672-090,1
1282,OS398631-1,CW6672-090,1
1283,OS398631-1,CW6672-090,1
1284,OS398631-1,CW6672-090,1
1285,OS398631-1,CW6672-090,1
1286,OS398631-1,CW6672-090,1
1287,OS398631-1,CW6672-090,1
1288,OS398631-1,CW6672-090,1
1289,OS398631-1,CW6672-090,1
1290,OS398631-1,CW6672-090,1
1291,OS398631-1,CW6672-090,1
1292,OS398631-1,CW6672-160,1
1293,OS398631-1,CW6672-160,1
1294,OS398631-1,CW6672-160,1
1295,OS398631-1,CW6672-160,1
1296,OS398631-1,CW6672-160,1
1297,OS398631-1,CW6672-160,1
1298,OS398631-1,CW6672-160,1
1299,OS398631-1,CW6672-160,1
1300,OS398631-1,CW6672-160,1
1301,OS398631-1,CW6672-160,1
1302,OS398631-1,CW6672-160,1
1303,OS398631-1,CW6672-160,1
1304,OS398631-1,CW6672-160,1
1305,OS398631-1,CW6672-160,1
1306,OS398631-1,CW6672-160,1
1307,OS398631-1,CW6672-160,1
1308,OS398631-1,CW6672-160,1
1309,OS398631-1,CW6672-160,1
1310,OS398631-1,CW6672-160,1
1311,OS398631-1,CW6672-400,1
1312,OS398631-1,CW6672-400,1
1313,OS398631-1,CW6672-400,1
1314,OS398631-1,CW6672-400,1
1315,OS398631-1,CW6672-400,1
1316,OS398631-1,CW6672-400,1
1317,OS398631-1,CW6672-400,1
1318,OS398631-1,CW6672-400,1
1319,OS398631-1,CW6672-400,1
1320,OS398631-1,CW6672-400,1
1321,OS398631-1,CW6672-400,1
1322,OS398631-1,CW6672-400,1
1323,OS398631-1,CW6672-400,1
1324,OS398631-1,CW6672-400,1
1325,OS398631-1,CW6672-400,1
1326,OS398631-1,CW6672-400,1
1327,OS398631-1,CW6672-400,1
1328,OS398631-1,CW6672-400,1
1329,OS398631-1,CW6672-400,1
1330,OS396461-1,CZ5901-180,1
1331,OS396461-1,CZ5901-180,1
1332,OS396461-1,CZ5901-180,1
1333,OS396461-1,CZ5901-180,1
1334,OS396461-1,CZ5901-180,1
1335,OS396461-1,CZ5901-180,1
1336,OS396461-1,CZ5901-180,1
1337,OS396461-1,CZ5901-180,1
1338,OS396461-1,CZ5901-180,1
1339,OS396461-1,CZ5901-180,1
1340,OS396461-1,CZ5901-180,1
1341,OS396461-1,CZ5901-180,1
1342,OS396461-1,CZ5901-180,1
1343,OS396461-1,CZ5901-180,1
1344,OS396461-1,CZ5901-180,1
1345,OS396461-1,CZ5901-180,1
1346,OS396461-1,CZ5901-180,1
1347,OS396461-1,CZ5901-180,1
1348,OS396461-1,CZ5901-180,1
1349,OS398631-1,DA5640-001,1
1350,OS398631-1,DA5640-001,1
1351,OS398631-1,DA5640-001,1
1352,OS398631-1,DA5640-001,1
1353,OS398631-1,DA5640-001,1
1354,OS398631-1,DA5640-001,1
1355,OS398631-1,DA5640-001,1
1356,OS398631-1,DA5640-001,1
1357,OS398631-1,DA5640-001,1
1358,OS398631-1,DA5640-001,1
1359,OS398631-1,DA5640-001,1
1360,OS398631-1,DA5640-001,1
1361,OS398631-1,DA5640-001,1
1362,OS398631-1,DA5640-001,1
1363,OS398631-1,DA5640-001,1
1364,OS398631-1,DA5640-001,1
1365,OS398631-1,DA5640-001,1
1366,OS398631-1,DA5640-001,1
1367,OS398631-1,DA5640-001,1
1368,OS398631-1,DA5640-004,1
1369,OS398631-1,DA5640-004,1
1370,OS398631-1,DA5640-004,1
1371,OS398631-1,DA5640-004,1
1372,OS398631-1,DA5640-004,1
1373,OS398631-1,DA5640-004,1
1374,OS398631-1,DA5640-004,1
1375,OS398631-1,DA5640-004,1
1376,OS398631-1,DA5640-004,1
1377,OS398631-1,DA5640-004,1
1378,OS398631-1,DA5640-004,1
1379,OS398631-1,DA5640-004,1
1380,OS398631-1,DA5640-004,1
1381,OS398631-1,DA5640-004,1
1382,OS398631-1,DA5640-004,1
1383,OS398631-1,DA5640-004,1
1384,OS398631-1,DA5640-004,1
1385,OS398631-1,DA5640-004,1
1386,OS398631-1,DA5640-004,1
1387,OS398631-1,DA5640-007,1
1388,OS398631-1,DA5640-007,1
1389,OS398631-1,DA5640-007,1
1390,OS398631-1,DA5640-007,1
1391,OS398631-1,DA5640-007,1
1392,OS398631-1,DA5640-007,1
1393,OS398631-1,DA5640-007,1
1394,OS398631-1,DA5640-007,1
1395,OS398631-1,DA5640-007,1
1396,OS398631-1,DA5640-007,1
1397,OS398631-1,DA5640-007,1
1398,OS398631-1,DA5640-007,1
1399,OS398631-1,DA5640-007,1
1400,OS398631-1,DA5640-007,1
1401,OS398631-1,DA5640-007,1
1402,OS398631-1,DA5640-007,1
1403,OS398631-1,DA5640-007,1
1404,OS398631-1,DA5640-007,1
1405,OS398631-1,DA5640-007,1
1406,OS398631-1,DA5640-167,1
1407,OS398631-1,DA5640-167,1
1408,OS398631-1,DA5640-167,1
1409,OS398631-1,DA5640-167,1
1410,OS398631-1,DA5640-167,1
1411,OS398631-1,DA5640-167,1
1412,OS398631-1,DA5640-167,1
1413,OS398631-1,DA5640-167,1
1414,OS398631-1,DA5640-167,1
1415,OS398631-1,DA5640-167,1
1416,OS398631-1,DA5640-167,1
1417,OS398631-1,DA5640-167,1
1418,OS398631-1,DA5640-167,1
1419,OS398631-1,DA5640-167,1
1420,OS398631-1,DA5640-167,1
1421,OS398631-1,DA5640-167,1
1422,OS398631-1,DA5640-167,1
1423,OS398631-1,DA5640-167,1
1424,OS398631-1,DA5640-167,1
1425,OS398631-1,DA5640-407,1
1426,OS398631-1,DA5640-407,1
1427,OS398631-1,DA5640-407,1
1428,OS398631-1,DA5640-407,1
1429,OS398631-1,DA5640-407,1
1430,OS398631-1,DA5640-407,1
1431,OS398631-1,DA5640-407,1
1432,OS398631-1,DA5640-407,1
1433,OS398631-1,DA5640-407,1
1434,OS398631-1,DA5640-407,1
1435,OS398631-1,DA5640-407,1
1436,OS398631-1,DA5640-407,1
1437,OS398631-1,DA5640-407,1
1438,OS398631-1,DA5640-407,1
1439,OS398631-1,DA5640-407,1
1440,OS398631-1,DA5640-407,1
1441,OS398631-1,DA5640-407,1
1442,OS398631-1,DA5640-407,1
1443,OS398631-1,DA5640-407,1
1444,OS398631-1,DA5640-808,1
1445,OS398631-1,DA5640-808,1
1446,OS398631-1,DA5640-808,1
1447,OS398631-1,DA5640-808,1
1448,OS398631-1,DA5640-808,1
1449,OS398631-1,DA5640-808,1
1450,OS398631-1,DA5640-808,1
1451,OS398631-1,DA5640-808,1
1452,OS398631-1,DA5640-808,1
1453,OS398631-1,DA5640-808,1
1454,OS398631-1,DA5640-808,1
1455,OS398631-1,DA5640-808,1
1456,OS398631-1,DA5640-808,1
1457,OS398631-1,DA5640-808,1
1458,OS398631-1,DA5640-808,1
1459,OS398631-1,DA5640-808,1
1460,OS398631-1,DA5640-808,1
1461,OS398631-1,DA5640-808,1
1462,OS398631-1,DA5640-808,1
1463,OS399062-1,DB2856-506,1
1464,OS399062-1,DB2856-506,1
1465,OS399062-1,DB2856-506,1
1466,OS399062-1,DB2856-506,1
1467,OS399062-1,DB2856-506,1
1468,OS399062-1,DB2856-506,1
1469,OS399062-1,DB2856-506,1
1470,OS399062-1,DB2856-506,1
1471,OS399062-1,DB2856-506,1
1472,OS399062-1,DB2856-506,1
1473,OS399062-1,DB2856-506,1
1474,OS399062-1,DB2856-506,1
1475,OS399062-1,DB2856-506,1
1476,OS399062-1,DB2856-506,1
1477,OS399062-1,DB2856-506,1
1478,OS399062-1,DB2856-506,1
1479,OS399062-1,DB2856-506,1
1480,OS399062-1,DB2856-506,1
1481,OS399062-1,DB2856-506,1
1482,OS399062-1,DB2855-600,1
1483,OS399062-1,DB2855-600,1
1484,OS399062-1,DB2855-600,1
1485,OS399062-1,DB2855-600,1
1486,OS399062-1,DB2855-600,1
1487,OS399062-1,DB2855-600,1
1488,OS399062-1,DB2855-600,1
1489,OS399062-1,DB2855-600,1
1490,OS399062-1,DB2855-600,1
1491,OS399062-1,DB2855-600,1
1492,OS399062-1,DB2855-600,1
1493,OS399062-1,DB2855-600,1
1494,OS399062-1,DB2855-600,1
1495,OS399062-1,DB2855-600,1
1496,OS399062-1,DB2855-600,1
1497,OS399062-1,DB2855-600,1
1498,OS399062-1,DB2855-600,1
1499,OS399062-1,DB2855-600,1
1500,OS399062-1,DB2855-600,1
1501,OS398631-1,DC0819-001,1
1502,OS398631-1,DC0819-001,1
1503,OS398631-1,DC0819-001,1
1504,OS398631-1,DC0819-001,1
1505,OS398631-1,DC0819-001,1
1506,OS398631-1,DC0819-001,1
1507,OS398631-1,DC0819-001,1
1508,OS398631-1,DC0819-001,1
1509,OS398631-1,DC0819-001,1
